position_id	auto_rebalance	cutoff_tick_low	cutoff_tick_high	buffer_ticks_below	buffer_ticks_above	tick_spaces_below	tick_spaces_above	dust_bp	price_impact_bp	slippage_bp
116976	True	-887272	887272	0	0	1	0	100	50	50
116985	True	-887272	887272	0	0	1	0	300	300	300
116988	True	-887272	887272	0	0	0	1	100	50	50
116993	True	-887272	887272	0	0	0	0	100	50	50
117008	True	-887272	887272	0	0	0	0	100	50	50
117018	False	0	0	0	0	7	7	0	0	0
117027	True	-887272	887272	0	0	1	1	300	100	100
116904	True	-887272	887272	0	0	1	1	100	100	100
117029	True	-887272	887272	0	0	0	0	100	50	50
117032	True	-887272	887272	0	0	1	1	100	100	100
8354	True	-887272	887272	0	0	2	1	1000	50	50
117058	True	-887272	887272	0	0	5	4	100	50	50
117060	True	-887272	887272	0	0	0	0	100	50	50
117061	True	-887272	887272	0	0	8	11	300	50	50
117065	True	-887272	887272	0	0	4	4	50	10	10
117067	True	-887272	887272	0	0	4	4	50	10	10
117077	True	-887272	887272	0	0	3	2	100	50	50
117081	False	0	0	0	0	0	0	0	0	0
117081	True	-887272	887272	0	0	0	2	100	50	50
117081	False	0	0	0	0	0	0	0	0	0
117077	True	-887272	887272	0	0	3	2	100	50	50
117108	True	-887272	887272	0	0	0	0	100	50	50
117110	True	-887272	887272	0	0	0	0	100	50	50
8356	True	-887272	887272	0	0	2	1	1000	50	50
117113	False	0	0	0	0	0	0	0	0	0
117114	True	-887272	887272	0	0	0	0	100	50	50
117117	False	0	0	0	0	0	0	0	0	0
117125	True	-887272	887272	0	0	1	1	100	100	100
117130	True	-887272	887272	0	0	1	0	100	50	50
117134	True	-887272	887272	0	0	0	0	100	50	50
117146	True	-887272	887272	0	0	0	1	100	50	50
117162	True	-887272	887272	0	0	0	0	100	50	50
117027	True	-887272	887272	0	0	1	1	300	100	100
117169	True	-887272	887272	0	0	0	0	100	50	50
117179	False	0	0	0	0	0	0	0	0	0
117183	True	-887272	887272	0	0	2	1	100	50	50
117189	False	0	0	0	0	0	0	0	0	0
117196	True	-887272	887272	0	0	4	3	50	10	10
117197	True	-887272	887272	0	0	4	4	50	10	10
117198	True	-887272	887272	0	0	0	0	100	50	50
117199	False	0	0	0	0	6	5	0	0	0
117202	False	0	0	0	0	0	0	0	0	0
117205	False	0	0	0	0	6	5	0	0	0
89705	False	0	0	0	0	0	0	0	0	0
117229	True	-887272	887272	0	0	0	0	100	50	50
117235	True	-887272	887272	0	0	0	0	100	50	50
117236	True	-887272	887272	0	0	1	0	300	300	300
117239	True	-887272	887272	0	0	1	0	300	300	300
117243	True	-887272	887272	0	0	3	2	50	50	50
117244	False	0	0	0	0	3	3	0	0	0
117247	True	-887272	887272	0	0	1	0	100	50	50
117248	True	-887272	887272	0	0	0	0	100	50	50
117254	True	-887272	887272	0	0	0	0	100	50	50
117264	True	-887272	887272	0	0	0	1	100	50	50
8360	True	-887272	887272	0	0	2	1	1000	50	50
117275	True	-887272	887272	0	0	0	0	100	50	50
117278	True	-887272	887272	0	0	0	0	100	50	50
117282	False	0	0	0	0	0	0	0	0	0
117244	True	-887272	887272	0	0	3	3	300	100	100
117291	True	-887272	887272	0	0	0	0	2500	2500	300
117282	True	-887272	887272	-50	-50	8	7	300	100	100
117310	True	-887272	887272	0	0	0	0	100	50	50
117313	True	-887272	887272	0	0	0	0	100	50	50
117202	False	0	0	0	0	0	0	0	0	0
117316	True	-887272	887272	0	0	0	0	100	50	50
117318	True	-887272	887272	-50	-50	2	1	300	100	100
117202	False	0	0	0	0	0	0	0	0	0
117318	True	-887272	887272	-10	-10	2	1	300	100	100
117346	True	-887272	887272	0	0	0	0	100	50	50
117349	True	-887272	887272	0	0	1	0	300	300	300
117358	True	-887272	887272	-80	-80	5	4	500	30	30
117369	True	-887272	887272	0	0	0	0	100	50	50
117370	True	-887272	887272	0	0	15	15	100	50	50
117376	True	-887272	887272	0	0	0	0	100	50	50
8361	True	-887272	887272	0	0	2	1	1000	50	50
117382	True	-887272	887272	0	0	0	0	100	50	50
117383	True	-887272	887272	0	0	0	0	100	50	50
117384	True	-887272	887272	0	0	0	0	100	50	50
117400	True	-887272	887272	0	0	1	1	100	100	100
117402	True	-887272	887272	0	0	0	0	100	50	50
117404	True	-887272	887272	0	0	0	0	100	50	50
117406	True	-887272	887272	0	0	0	0	100	50	50
117409	True	-887272	887272	0	0	1	0	100	50	50
8365	True	-887272	887272	0	0	2	1	1000	50	50
117417	True	-887272	887272	0	0	0	0	100	50	50
117425	True	-887272	887272	0	0	0	0	100	50	50
117427	True	-887272	887272	0	0	7	6	50	10	10
117428	True	-887272	887272	0	0	0	0	100	50	50
117430	True	-887272	887272	0	0	7	6	50	50	50
117432	True	-887272	887272	0	0	7	7	50	10	10
117433	True	-887272	887272	0	0	0	0	100	50	50
117435	True	-887272	887272	0	0	0	0	100	50	50
117438	True	-887272	887272	-10	-10	2	1	300	100	100
117439	True	-887272	887272	0	0	1	0	100	50	50
117446	False	0	0	0	0	4	3	0	0	0
117448	True	-887272	887272	0	0	6	4	50	10	10
8366	True	-887272	887272	0	0	2	1	1000	50	50
117457	False	0	0	0	0	0	0	0	0	0
117471	True	-887272	887272	0	0	1	1	100	100	100
117472	False	0	0	0	0	2	1	0	0	0
117474	True	-887272	887272	0	0	8	3	50	10	10
117477	True	-887272	887272	0	0	7	7	100	50	50
117481	True	-887272	887272	0	0	5	5	50	10	10
117489	True	-887272	887272	0	0	2	1	100	50	50
117494	True	-887272	887272	0	0	0	0	100	50	50
117497	True	-887272	887272	0	0	0	0	100	50	50
117499	True	-887272	887272	-40	-40	5	5	400	20	20
117500	True	-887272	887272	0	0	1	0	100	50	50
117502	True	-887272	887272	0	0	0	0	100	50	50
117505	True	-887272	887272	0	0	3	2	50	50	50
117513	True	-887272	887272	0	0	5	4	100	50	50
117514	True	-887272	887272	0	0	0	0	100	50	50
117520	True	-278188	887272	0	0	9	8	100	100	50
117526	True	-887272	887272	0	0	0	0	100	50	50
117530	True	-887272	887272	0	0	8	7	300	100	100
117536	True	-887272	887272	0	0	5	4	50	10	10
117538	True	-887272	887272	0	0	4	4	50	10	10
117542	True	-887272	887272	0	0	12	11	100	50	50
117545	True	-887272	887272	0	0	5	5	50	10	10
117550	True	-887272	887272	0	0	11	11	100	50	50
117530	True	-887272	887272	-50	-50	8	7	300	100	100
117554	True	-887272	887272	0	0	4	8	50	10	10
117561	True	-887272	887272	0	0	0	0	100	50	50
117563	True	-887272	887272	0	0	6	6	100	50	50
117564	False	0	0	0	0	22	21	0	0	0
117566	True	-887272	887272	0	0	13	13	100	50	50
8372	True	-887272	887272	0	0	2	1	1000	50	50
117568	True	-887272	887272	0	0	0	0	100	50	50
117571	True	-887272	887272	0	0	4	3	100	50	50
117572	True	-887272	887272	0	0	3	2	50	10	10
117573	False	0	0	0	0	25	24	0	0	0
117574	True	-887272	887272	0	0	4	3	50	10	10
117577	True	-887272	887272	0	0	5	5	50	10	10
117579	True	-887272	887272	0	0	5	5	50	10	10
117582	True	-887272	887272	0	0	8	8	50	10	10
117586	True	-887272	887272	0	0	0	0	100	50	50
117590	True	-887272	887272	0	0	0	0	2500	2500	300
117597	True	-887272	887272	0	0	4	4	50	10	10
117598	True	-887272	887272	0	0	4	3	100	50	50
117610	True	-887272	887272	0	0	0	0	100	50	50
117611	True	-887272	887272	0	0	0	0	100	50	50
117619	True	-887272	887272	0	0	0	0	100	50	50
117621	True	-887272	887272	0	0	1	0	100	50	50
117646	True	-887272	887272	0	0	0	0	100	50	50
117647	True	-887272	887272	0	0	0	0	100	50	50
117648	False	0	0	0	0	17	17	0	0	0
117650	True	-887272	887272	0	0	0	0	100	50	50
117670	True	-887272	887272	0	0	1	1	100	100	100
117672	True	-887272	887272	0	0	0	0	100	50	50
117674	True	-887272	887272	0	0	0	0	100	50	50
8375	True	-887272	887272	0	0	2	1	1000	50	50
117691	True	-887272	887272	0	0	3	2	50	10	10
117693	True	-887272	887272	0	0	0	0	100	50	50
117704	False	0	0	0	0	0	0	0	0	0
117705	True	-887272	887272	0	0	0	0	100	50	50
117718	True	-887272	887272	0	0	0	0	100	50	50
117720	True	-887272	887272	0	0	3	2	50	50	50
117721	True	-887272	887272	0	0	4	3	100	50	50
117722	False	0	0	0	0	0	0	0	0	0
117724	True	-887272	887272	0	0	5	4	100	50	50
117725	True	-887272	887272	0	0	0	0	100	50	50
117726	True	-887272	887272	0	0	0	0	100	50	50
117727	False	0	0	0	0	0	0	0	0	0
117728	True	-887272	887272	0	0	1	0	100	50	50
117729	True	-887272	887272	0	0	1	1	100	100	100
117731	True	-887272	887272	0	0	4	8	50	10	10
117734	True	-887272	887272	0	0	0	0	100	50	50
117735	False	0	0	0	0	0	0	0	0	0
117738	True	-887272	887272	0	0	0	0	100	50	50
117741	True	-887272	887272	0	0	0	0	100	50	50
117746	False	0	0	0	0	20	20	0	0	0
117752	True	-887272	887272	0	0	0	0	100	50	50
8378	True	-887272	887272	0	0	2	1	1000	50	50
117762	True	-887272	887272	0	0	2	1	100	50	50
117763	True	-887272	887272	0	0	4	4	50	10	10
117766	True	-887272	887272	0	0	4	4	50	10	10
117771	True	-887272	887272	0	0	0	0	100	50	50
117773	True	-887272	887272	0	0	5	5	50	10	10
117774	True	-887272	887272	0	0	0	0	100	50	50
117777	True	-887272	887272	0	0	0	0	100	50	50
117778	True	-887272	887272	0	0	0	0	100	50	50
117779	True	-887272	887272	0	0	0	0	100	50	50
117780	True	-887272	887272	0	0	0	0	100	50	50
117793	True	-887272	887272	0	0	1	1	100	100	100
117798	True	-887272	887272	-50	-50	8	7	300	100	100
117800	True	-887272	887272	0	0	0	0	100	50	50
117802	True	-887272	887272	0	0	1	0	300	300	300
117804	True	-887272	887272	0	0	0	0	100	50	50
117805	True	-887272	887272	0	0	2	1	100	50	50
117806	True	-887272	887272	0	0	0	0	100	50	50
117809	True	-887272	887272	0	0	8	3	50	10	10
117812	True	-887272	887272	0	0	5	4	50	10	10
117817	True	-887272	887272	0	0	5	5	50	10	10
117818	True	-887272	887272	0	0	0	0	100	50	50
117820	True	-887272	887272	0	0	1	0	100	50	50
117824	True	-887272	887272	0	0	0	0	100	50	50
117831	True	-887272	887272	0	0	0	1	100	50	50
117838	True	-887272	887272	-1500	-1500	3	4	50	10	10
117839	True	-887272	887272	0	0	5	5	50	10	10
117841	True	-887272	887272	0	0	3	2	50	10	10
117843	True	-887272	887272	0	0	0	0	100	50	50
117844	True	-887272	887272	0	0	1	0	300	300	300
117846	True	-887272	887272	0	0	7	6	50	10	10
117849	True	-887272	887272	0	0	7	6	50	10	10
117854	True	-887272	887272	0	0	0	0	100	50	50
117856	True	-887272	887272	0	0	3	4	100	50	50
117869	True	-887272	887272	0	0	1	0	300	300	300
117871	True	-887272	887272	0	0	8	7	50	10	10
117885	True	-887272	887272	0	0	0	0	100	50	50
117887	True	-887272	887272	0	0	0	0	100	50	50
117900	True	-887272	887272	0	0	0	0	100	50	50
117904	True	-887272	887272	0	0	0	0	100	50	50
117908	True	-887272	887272	-40	-40	5	5	400	20	20
117830	False	0	0	0	0	0	0	0	0	0
117911	True	-887272	887272	0	0	1	1	100	100	100
117912	True	-887272	887272	0	0	3	2	50	50	50
117919	True	-887272	887272	0	0	7	7	100	50	50
117921	False	0	0	0	0	0	0	0	0	0
117923	True	-278188	887272	0	0	9	8	100	100	50
117926	True	-887272	887272	50	50	4	3	50	10	10
117928	True	-887272	887272	0	0	0	0	100	50	50
117933	True	-887272	887272	0	0	1	0	100	50	50
117934	False	0	0	0	0	0	0	0	0	0
117935	True	-887272	887272	0	0	1	0	300	300	300
117941	False	0	0	0	0	0	0	0	0	0
117942	True	-887272	887272	0	0	0	1	100	50	50
117946	True	-887272	887272	0	0	0	0	100	50	50
8385	True	-887272	887272	0	0	2	1	1000	50	50
117948	False	0	0	0	0	0	0	0	0	0
117830	True	-887272	887272	0	0	0	0	100	50	50
117955	True	-887272	887272	0	0	0	0	100	50	50
117961	True	-887272	887272	0	0	8	8	50	10	10
117962	True	-887272	887272	0	0	0	0	100	50	50
117974	True	-887272	887272	0	0	4	8	50	10	10
117981	True	-887272	887272	100	100	3	3	100	10	10
117984	False	0	0	0	0	0	0	0	0	0
117988	True	-887272	887272	0	0	3	2	100	10	10
118007	True	-887272	887272	0	0	4	3	100	50	50
118014	True	-887272	887272	0	0	0	0	100	50	50
118017	True	-887272	887272	0	0	0	0	100	50	50
113959	True	-887272	887272	0	0	0	0	100	100	50
8388	True	-887272	887272	0	0	2	1	1000	50	50
113347	True	-887272	887272	0	0	0	0	100	100	100
118020	True	-887272	887272	0	0	2	1	100	50	50
118030	True	-887272	887272	0	0	4	4	50	50	50
118032	True	-887272	887272	0	0	1	0	100	50	50
118040	True	-887272	887272	0	0	7	6	50	10	10
113347	True	-887272	887272	0	0	0	0	100	150	150
118047	True	-887272	887272	0	0	3	2	50	10	10
113959	True	-887272	887272	0	0	0	0	100	150	150
118052	True	-887272	887272	0	0	0	0	100	50	50
118057	True	-887272	887272	0	0	0	0	100	50	50
118062	True	-887272	887272	0	0	0	0	2500	2500	300
118068	False	0	0	0	0	0	0	0	0	0
118073	True	-887272	887272	0	0	7	6	50	50	50
118076	True	-887272	887272	0	0	2	2	200	100	100
118077	True	-887272	887272	0	0	0	0	100	50	50
118079	True	-887272	887272	0	0	1	1	100	100	100
118081	True	-887272	887272	0	0	11	11	100	50	50
113347	True	-887272	887272	0	0	0	0	100	300	300
118088	True	-887272	887272	0	0	7	6	100	50	50
118091	True	-887272	887272	0	0	0	0	100	50	50
113959	True	-887272	887272	0	0	0	0	100	300	300
118095	True	-887272	887272	0	0	0	0	100	50	50
118097	False	0	0	0	0	2	1	0	0	0
118102	False	0	0	0	0	0	0	0	0	0
118107	True	-887272	887272	0	0	0	0	100	50	50
118109	True	-887272	887272	0	0	1	0	100	50	50
8389	True	-887272	887272	0	0	2	1	1000	50	50
118113	False	0	0	0	0	1	0	0	0	0
118114	True	-887272	887272	0	0	3	4	100	50	50
112937	False	0	0	0	0	0	0	0	0	0
118116	False	0	0	0	0	5	4	0	0	0
118124	True	-887272	887272	0	0	1	1	100	100	100
118125	True	-887272	887272	0	0	3	2	50	50	50
118127	True	-887272	887272	0	0	6	6	50	10	10
118129	True	-887272	887272	0	0	12	11	100	50	50
118139	True	-887272	887272	0	0	0	0	100	50	50
118141	True	-887272	887272	0	0	1	0	100	50	50
118143	True	-887272	887272	10	10	8	7	300	300	300
118144	True	-887272	887272	0	0	1	1	300	300	300
118145	True	-887272	887272	0	0	0	0	100	50	50
118146	False	0	0	0	0	0	0	0	0	0
118152	True	-887272	887272	0	0	2	2	200	100	100
118153	True	-887272	887272	0	0	0	0	100	50	50
118155	True	-887272	887272	0	0	4	4	50	50	50
118163	True	-887272	887272	0	0	0	0	100	50	50
118169	True	-887272	887272	0	0	7	7	50	10	10
118176	True	-887272	887272	0	0	3	2	50	10	10
118178	True	-887272	887272	0	0	3	2	50	10	10
118185	True	-887272	887272	0	0	3	2	100	10	10
118194	True	-887272	887272	0	0	24	5	100	50	50
118195	True	-887272	887272	0	0	1	0	300	300	300
118199	True	-887272	887272	0	0	5	4	100	10	10
118205	True	-887272	887272	0	0	8	3	50	10	10
118207	True	-887272	887272	0	0	4	4	100	10	10
118208	True	-887272	887272	0	0	5	4	50	10	10
118209	True	-887272	887272	0	0	4	4	50	10	10
118210	True	-887272	887272	0	0	5	5	50	10	10
118212	True	-887272	887272	0	0	7	6	50	10	10
118214	True	-887272	887272	0	0	4	4	100	10	10
118216	True	-887272	887272	0	0	4	4	50	10	10
118217	True	-887272	887272	0	0	0	0	100	50	50
118220	True	-887272	887272	0	0	3	3	100	10	10
118224	True	-887272	887272	0	0	2	2	50	10	10
118227	True	-887272	887272	0	0	3	4	100	10	10
118228	False	0	0	0	0	0	0	0	0	0
117952	False	0	0	0	0	0	0	0	0	0
118230	False	0	0	0	0	1	0	0	0	0
118232	True	-887272	887272	0	0	4	3	100	10	10
118233	False	0	0	0	0	10	9	0	0	0
118236	False	0	0	0	0	0	0	0	0	0
118237	True	-887272	887272	0	0	0	0	100	50	50
118241	False	0	0	0	0	6	5	0	0	0
118246	False	0	0	0	0	6	5	0	0	0
118248	True	-887272	887272	0	0	1	0	100	50	100
118252	True	-887272	887272	0	0	1	0	100	50	50
118254	True	-887272	887272	0	0	5	5	50	10	10
118256	True	-887272	887272	0	0	6	6	50	10	10
118257	True	-887272	887272	0	0	0	0	100	50	50
118258	True	-887272	887272	0	0	0	0	100	50	50
118259	False	0	0	0	0	4	3	0	0	0
118262	True	-887272	887272	0	0	0	0	2500	2500	300
118279	False	0	0	0	0	0	0	0	0	0
118285	True	-887272	887272	0	0	5	5	50	10	10
118286	False	0	0	0	0	0	0	0	0	0
118288	True	-887272	887272	0	0	0	1	100	50	50
118291	True	-887272	887272	0	0	0	0	100	50	50
118293	True	-887272	887272	0	0	1	0	300	300	300
118306	True	-887272	887272	0	0	0	0	100	50	50
118312	True	-887272	887272	0	0	7	6	50	10	10
118313	True	-887272	887272	0	0	4	8	50	10	10
118316	True	-887272	887272	-50	-50	8	7	300	100	100
118321	True	-887272	887272	0	0	1	1	100	100	100
118332	True	-887272	887272	0	0	7	6	50	10	10
118335	True	-887272	887272	50	50	4	3	50	10	10
118336	True	-887272	887272	0	0	0	0	100	50	50
118339	True	-887272	887272	-40	-40	5	5	400	20	20
8395	True	-887272	887272	0	0	2	1	1000	50	50
118352	True	-887272	887272	0	0	1	0	300	300	300
118356	True	-887272	887272	0	0	0	0	100	50	50
118359	True	-887272	887272	0	0	0	0	100	50	50
118376	True	-887272	887272	0	0	5	4	50	10	10
118379	False	0	0	0	0	5	5	0	0	0
118381	False	0	0	0	0	13	12	0	0	0
118405	False	0	0	0	0	5	5	0	0	0
118411	True	-887272	887272	0	0	6	5	50	10	10
118455	False	0	0	0	0	0	0	0	0	0
118459	True	-887272	887272	0	0	0	0	100	50	50
118461	True	-887272	887272	0	0	0	0	100	50	50
118428	True	-887272	887272	0	0	5	7	100	50	50
118503	True	-887272	887272	0	0	0	0	100	50	50
118526	True	-887272	887272	0	0	0	0	100	50	50
118529	False	0	0	0	0	0	0	0	0	0
118535	True	-887272	887272	0	0	0	0	100	50	50
118536	True	-887272	887272	0	0	0	0	100	50	50
118539	True	-887272	887272	0	0	1	0	100	50	50
118542	True	-887272	887272	0	0	0	0	100	50	50
118550	True	-887272	887272	0	0	1	1	100	100	100
118553	True	-887272	887272	0	0	0	0	100	50	50
118555	True	-887272	887272	0	0	0	0	100	50	50
118564	True	-887272	887272	0	0	0	0	100	50	50
118565	True	-887272	887272	0	0	1	0	100	50	50
8402	True	-887272	887272	0	0	2	1	1000	50	50
118596	True	-887272	887272	0	0	0	0	100	50	50
118604	True	-887272	887272	0	0	0	0	100	50	50
118665	True	-887272	887272	0	0	0	0	100	50	50
118667	True	-887272	887272	0	0	0	0	100	50	50
112570	False	0	0	0	0	0	0	0	0	0
118116	False	0	0	0	0	0	0	0	0	0
118701	True	-887272	887272	0	0	0	0	100	50	50
118718	True	-887272	887272	0	0	0	0	100	50	50
118721	True	-887272	887272	0	9860	5	4	100	50	50
118729	True	-887272	887272	0	0	0	0	100	50	50
118738	True	-887272	887272	0	0	0	0	100	50	50
118428	True	-887272	887272	0	0	5	7	100	50	50
118750	True	-887272	887272	0	0	0	0	100	50	50
118757	True	-887272	887272	0	0	0	0	100	50	50
8406	True	-887272	887272	0	0	2	1	1000	50	50
118761	True	-887272	887272	0	0	1	0	100	50	50
118774	False	0	0	0	0	12	12	0	0	0
118428	True	-887272	887272	0	0	5	7	100	50	50
118787	False	0	0	0	0	0	0	0	0	0
118803	False	0	0	0	0	0	0	0	0	0
118807	True	-887272	887272	0	0	0	0	100	50	50
118808	False	0	0	0	0	0	0	0	0	0
118817	True	-887272	887272	0	0	1	0	300	300	300
118835	True	-887272	887272	0	0	1	1	100	100	100
118836	True	-887272	887272	0	0	3	2	50	50	50
118840	True	-887272	887272	0	0	0	1	100	50	50
118846	True	-887272	887272	50	50	4	3	50	10	10
118847	True	-887272	887272	0	0	0	0	100	50	50
118848	True	-887272	887272	0	0	1	0	100	50	50
118859	True	-887272	887272	0	0	0	0	100	50	50
118860	True	-887272	887272	0	0	0	0	100	50	50
8407	True	-887272	887272	0	0	2	1	1000	50	50
118874	True	-887272	887272	0	0	0	0	100	50	50
118879	False	0	0	0	0	1	0	0	0	0
118881	True	-887272	887272	0	0	1	0	100	50	50
118903	False	0	0	0	0	0	0	0	0	0
118905	True	-887272	887272	0	0	0	0	100	50	50
118907	True	-887272	887272	0	0	0	0	100	50	50
118908	True	-887272	887272	0	0	0	1	100	50	50
118910	True	-887272	887272	0	0	0	0	100	50	50
8409	True	-887272	887272	0	0	2	1	1000	50	50
118932	True	-887272	887272	0	0	1	0	300	300	300
118935	True	-887272	887272	0	0	0	0	100	50	50
118939	True	-887272	887272	0	0	1	1	100	100	100
118941	True	-887272	887272	-50	-50	8	7	300	100	100
118942	True	-887272	887272	0	0	4	3	100	50	50
118943	True	-887272	887272	0	0	1	0	100	50	50
118948	True	-887272	887272	0	0	0	0	100	50	50
118950	True	-887272	887272	0	0	0	0	100	50	50
118959	True	-887272	887272	-40	-40	5	5	400	20	20
118964	True	-887272	887272	0	0	0	1	100	50	50
118966	True	-887272	887272	0	0	0	0	100	50	50
118974	True	-887272	887272	0	0	3	2	50	50	50
118976	True	-887272	887272	0	0	1	0	100	50	50
118977	True	-887272	887272	0	0	3	4	100	50	50
118981	True	-887272	887272	0	0	3	2	50	10	10
118984	True	-887272	887272	0	0	0	0	100	50	50
8410	True	-887272	887272	0	0	2	1	1000	50	50
119000	True	-887272	887272	0	0	0	0	100	50	50
119003	True	-887272	887272	0	0	0	0	100	50	50
119005	False	0	0	0	0	11	11	0	0	0
119021	True	-887272	887272	0	0	0	0	100	50	50
119023	True	-887272	887272	0	0	0	0	100	50	50
119029	False	0	0	0	0	2	1	0	0	0
119030	False	0	0	0	0	4	4	0	0	0
119056	False	0	0	0	0	10	9	0	0	0
119061	True	-887272	887272	0	0	0	0	2500	2500	300
113398	False	0	0	0	0	0	0	0	0	0
119083	True	-887272	887272	0	0	0	0	100	50	50
119084	False	0	0	0	0	7	6	0	0	0
119085	True	-887272	887272	0	0	0	0	100	50	50
119123	False	0	0	0	0	10	9	0	0	0
119126	True	-887272	887272	0	0	1	0	100	50	50
119157	False	0	0	0	0	1	0	0	0	0
119164	True	-887272	887272	0	0	0	0	100	50	50
119167	True	-887272	887272	0	0	0	0	100	50	50
119176	True	-887272	887272	0	0	1	0	300	300	300
119183	True	-887272	887272	0	0	0	1	100	50	50
119185	True	-887272	887272	0	0	0	0	100	50	50
119196	True	-887272	887272	0	0	0	1	100	50	50
119197	True	-887272	887272	0	0	0	0	100	50	50
8412	True	-887272	887272	0	0	2	1	1000	50	50
119224	True	-887272	887272	0	0	0	0	100	50	50
119226	True	-887272	887272	0	0	0	0	100	50	50
119228	True	-887272	887272	0	0	4	8	50	10	10
119230	True	-887272	887272	0	0	1	0	100	50	50
119234	True	-887272	887272	0	0	1	1	100	100	100
119237	True	-887272	887272	0	0	5	5	50	10	10
119238	False	0	0	0	0	0	0	0	0	0
119239	True	-887272	887272	0	0	4	4	50	10	10
119240	True	-887272	887272	0	0	4	4	50	10	10
119242	True	-887272	887272	0	0	5	5	50	10	10
119243	True	-887272	887272	0	0	0	0	100	50	50
119246	True	-887272	887272	0	0	0	0	100	50	50
119252	False	0	0	0	0	12	11	0	0	0
119276	True	-887272	887272	0	0	0	0	100	50	50
119285	True	-887272	887272	0	0	0	0	100	50	50
119288	True	-887272	887272	0	0	5	4	50	10	10
119289	True	-887272	887272	0	0	7	6	50	10	10
119291	True	-887272	887272	0	0	5	5	50	10	10
119294	True	-887272	887272	0	0	7	6	50	10	10
119299	True	-887272	887272	0	0	0	0	100	50	50
119301	True	-887272	887272	0	0	1	0	100	50	50
119306	True	-887272	887272	0	0	6	6	50	10	10
119308	True	-887272	887272	0	0	0	0	100	50	50
8413	True	-887272	887272	0	0	2	1	1000	50	50
119314	True	-887272	887272	10	10	8	7	300	300	300
119330	True	-887272	887272	50	50	4	3	50	10	10
119344	True	-887272	887272	0	0	0	0	100	50	50
119347	True	-887272	887272	0	0	0	1	100	50	50
119349	True	-887272	887272	0	0	0	0	100	50	50
119354	True	-887272	887272	0	0	1	1	100	100	100
119356	True	-887272	887272	0	0	0	0	100	50	50
119357	True	-887272	887272	0	0	7	6	100	50	50
119366	True	-887272	887272	0	0	1	0	100	50	50
119369	True	-887272	887272	0	0	3	2	50	50	50
119382	True	-887272	887272	0	0	0	0	100	50	50
119387	True	-887272	887272	0	0	6	6	50	10	10
119391	True	-887272	887272	0	0	0	0	100	50	50
8415	True	-887272	887272	0	0	2	1	1000	50	50
119394	False	0	0	0	0	1	0	0	0	0
119401	True	-887272	887272	0	0	0	0	100	50	50
119404	True	-887272	887272	-40	-40	5	5	400	20	20
119446	True	-887272	887272	0	0	1	0	100	50	50
119456	True	-887272	887272	0	0	0	0	100	50	50
119460	True	-887272	887272	0	0	0	0	100	50	50
119462	True	-887272	887272	0	0	0	0	100	50	50
119465	False	0	0	0	0	4	3	0	0	0
105943	True	-887272	887272	0	0	0	0	100	50	50
119474	False	0	0	0	0	7	7	0	0	0
119478	True	-887272	887272	0	0	0	0	100	50	50
119228	True	-887272	887272	0	0	4	8	50	10	10
119228	True	-887272	887272	0	0	4	8	50	10	10
119228	True	-887272	887272	0	0	4	8	50	10	10
119520	True	-887272	887272	0	0	1	1	100	100	100
119521	True	-887272	887272	0	0	1	0	100	50	50
119522	True	-887272	887272	0	0	4	3	100	50	50
119527	False	0	0	0	0	0	0	0	0	0
119530	True	-887272	887272	0	0	0	0	100	50	50
119532	False	0	0	0	0	1	0	0	0	0
8416	True	-887272	887272	0	0	2	1	1000	50	50
119534	False	0	0	0	0	1	0	0	0	0
119547	False	0	0	0	0	5	4	0	0	0
119556	True	-887272	887272	0	0	1	1	100	100	100
119557	True	-887272	887272	0	0	0	0	100	50	50
119558	True	-887272	887272	0	0	3	2	50	50	50
119559	False	0	0	0	0	1	0	0	0	0
119560	True	-887272	887272	0	0	0	0	100	50	50
119586	True	-887272	887272	0	0	0	0	100	50	50
118144	True	-887272	887272	0	0	1	1	300	300	300
8417	True	-887272	887272	0	0	2	1	1000	50	50
119599	True	-887272	887272	0	0	1	1	300	300	300
119601	True	-887272	887272	0	0	2	1	100	50	50
119607	True	-887272	887272	0	0	1	1	100	100	100
119610	True	-887272	887272	0	0	1	1	100	50	50
119616	True	-887272	887272	-40	-40	5	5	400	20	20
119641	True	-887272	887272	0	0	3	4	100	50	50
119650	True	-887272	887272	-40	-40	7	7	400	20	20
119667	True	-887272	887272	0	0	5	4	100	50	50
118116	False	0	0	0	0	0	0	0	0	0
119694	False	0	0	0	0	5	4	0	0	0
119667	True	-887272	887272	250	250	5	4	100	50	50
119728	True	-887272	887272	0	0	1	1	100	100	100
119731	True	-887272	887272	0	0	3	2	50	50	50
119733	True	-887272	887272	0	0	7	6	100	50	50
8420	True	-887272	887272	0	0	2	1	1000	50	50
119737	True	-887272	887272	0	0	0	0	100	50	50
119749	True	-887272	887272	0	0	0	0	100	50	50
119751	True	-887272	887272	0	0	28	28	100	50	50
119752	True	-887272	887272	0	0	1	1	100	50	50
119779	True	-887272	887272	0	0	0	0	100	50	50
119818	True	-887272	887272	0	0	1	0	300	300	300
119825	True	-887272	887272	0	0	4	4	100	50	50
119827	True	-887272	887272	0	0	0	1	100	50	50
119828	True	-887272	887272	0	0	1	1	100	100	100
119852	True	-887272	887272	0	0	2	2	100	50	50
119852	True	-887272	887272	0	0	2	2	100	50	50
